Aula,Día,Inicio,Fin,Código,Materia,Comisión,Cupo,Inscriptos,=ARRAYFORMULA(TO_PURE_NUMBER(E2:E)),Día,Capacidad,Estado
105,Miércoles,9:30,12:30,22.92,Fundamentos de la Teoría de Control,A,0,1,22.92,3,28,
105,Viernes,10:00,12:00,93.17,Matematica I,A,17,23,93.17,5,28,
105,Lunes,18:00,21:00,32.54,Construccion Naval,N,0,4,32.54,1,28,
105,Jueves,9:00,12:00,31.81,Tecnologia de Maquinas,K,0,12,31.81,4,28,
105,Miércoles,18:30,21:30,21.84,Proyecto Final  (Anual),E,0,4,21.84,3,28,
105,Martes,14:00,17:00,11.78,Estadística Aplicada II,A,0,5,11.78,2,28,
105,Lunes,13:00,15:00,93.57,Matematica V ( K ),K,0,24,93.57,1,28,
105,Lunes,15:00,18:00,22.14,Electronica IV,K,0,14,22.14,1,28,
105,Viernes,15:00,18:00,22.14,Electronica IV,K,0,14,22.14,5,28,
105,Viernes,18:00,21:00,22.88,Sensores y Actuadores,K,0,11,22.88,5,28,
105,Miércoles,14:00,16:00,93.18,Algebra Lineal,A,8,20,93.18,3,28,
105,Viernes,8:00,9:30,12.10,Introduccion a la Ingenieria Quimica,Q,0,22,12.10,5,28,
105,Martes,11:00,14:00,31.17,Estatica y Resist. de Mat.,C,25,22,31.17,2,28,
105,Jueves,15:00,18:00,93.75,Metodos Numericos Avanzados,S,0,26,93.75,4,28,
106,Martes,15:00,18:00,22.20,Electronica General,M,0,24,22.20,2,28,
106,Viernes,15:00,18:00,16.34,Electromedicina,K,0,3,16.34,5,28,
106,Martes,12:00,15:00,61.32,Derecho para Ingenieros,KS,0,12,61.32,2,28,
106,Lunes,13:00,15:00,12.90,Proyecto de Plantas  (Anual),Q,0,16,12.90,1,28,
106,Jueves,13:30,16:30,10.03,Gestión de Proyectos (i),A,25,2,10.03,4,28,
106,Lunes,18:30,21:30,21.86,Diseño de Lineas de Transmision y Estaciones Transformadoras,E,0,3,21.86,1,28,
106,Jueves,18:00,21:00,32.57,Proyecto de Buques  (Anual),N,0,2,32.57,4,28,
106,Lunes,13:00,15:00,12.90,Proyecto de Plantas  (Anual),Q,0,14,12.90,1,28,
106,Lunes,15:00,18:00,81.45,Seminario de Actualizacion,B,0,17,81.45,1,28,
107,Jueves,13:00,15:00,94.72,Comunicación para Adm. y Sist. (AyS),LPC-A,0,15,94.72,4,22,
116,Jueves,16:00,18:00,93.22,Prob.y Estadistica(i/m/q),INGLES,25,7,93.22,4,28,
107,Martes,12:00,15:00,31.40,Proyecto Mecánico  (Anual),M,0,12,31.40,2,22,
107,Lunes,15:00,18:00,31.84,Estructuras Automotrices,INGLES,0,9,31.84,1,22,
107,Miércoles,19:00,22:00,22.67,Señales Aleatorias,K,0,18,22.67,3,22,
107,Lunes,12:00,15:00,16.01,Biología Molecular y Celular,BIO,0,7,16.01,1,22,
107,Lunes,19:00,22:00,16.39,Interfaces Bioelectrónicas,K,0,4,16.39,1,22,
107,Martes,19:00,22:00,12.46,Introduccion Al Proceso de Fabricacion de Aceros,QM,0,4,12.46,2,22,
107,Miércoles,16:00,19:00,22.64,Comunicaciones Digitales,K,0,4,22.64,3,22,
107,Lunes,9:00,12:00,22.53,Tecnologia de Mat.electronicos,K,0,8,22.53,1,22,
107,Jueves,18:00,21:00,22.53,Tecnologia de Mat.electronicos,K,0,8,22.53,4,22,
107,Martes,15:00,17:00,93.53,Fisica II (Quimicos),Q,0,18,93.53,2,22,
11,Martes,13:00,15:00,93.42,Fisica II,A,25,53,93.42,2,54,
11,Lunes,9:00,11:00,93.42,Fisica II,MN,25,49,93.42,1,54,
11,Jueves,12:00,14:00,93.42,Fisica II,MN,25,49,93.42,4,54,
11,Viernes,14:00,17:00,93.36,Probabilidad,A,25,42,93.36,5,54,
11,Martes,9:00,13:00,93.58,Algebra,S,0,49,93.58,2,54,
11,Viernes,8:00,11:00,94.24,Metodologia del Aprendizaje,K,25,27,94.24,5,54,
11,Jueves,8:00,12:00,93.41,Fisica I,A,25,41,93.41,4,54,
11,Martes,15:00,18:00,11.20,Presupuesto y Control,B,25,37,11.20,2,54,
11,Martes,19:00,22:00,11.19,Costos Industriales,B,25,37,11.19,2,54,
11,Miércoles,19:00,22:00,11.16,Materiales y Procesos,B,25,39,11.16,3,54,
11,Jueves,19:00,22:00,11.16,Materiales y Procesos,B,25,39,11.16,4,54,
11,Lunes,15:00,18:00,31.21,Termodinamica,MNPE,0,41,31.21,1,54,
11,Miércoles,15:00,18:00,31.21,Termodinamica,MNPE,0,41,31.21,3,54,
11,Miércoles,11:00,14:00,31.22,Mecanica de Fluidos,B,30,47,31.22,3,54,
11,Lunes,11:00,14:00,31.25,Termodinamica,A,25,28,31.25,1,54,
11,Viernes,11:00,14:00,31.25,Termodinamica,B,25,17,31.25,5,54,
11,Jueves,14:00,18:00,93.43,Fisica III,S,25,48,93.43,4,54,
11,Miércoles,8:00,10:00,93.65,Matemática IV,Q,25,47,93.65,3,54,
11,Lunes,18:00,21:00,81.39,Sistemas Integrados de Gestion Empresaria I,AB,0,53,81.39,1,54,
110,Lunes,9:00,11:30,12.55,Química Ingreso (Anual),CPA-D,0,29,12.55,1,39,
110,Martes,8:30,12:00,93.85,Matemática Ingreso (Anual),CPA-B,0,28,93.85,2,39,
110,Viernes,10:30,12:00,12.55,Química Ingreso (Anual),CPA-A,0,32,12.55,5,39,
110,Lunes,11:30,14:00,12.55,Química Ingreso (Anual),CPA-B,0,28,12.55,1,39,
110,Viernes,8:30,10:00,12.55,Química Ingreso (Anual),CPA-B,0,28,12.55,5,39,
110,Lunes,15:00,19:00,93.43,Fisica III,A,25,37,93.43,1,39,
125,Miércoles,11:00,14:00,31.25,Termodinamica,C,25,17,31.25,3,30,
110,Viernes,12:00,14:00,12.50,Química Ingreso (Cuatrimestral),IPC-E,0,32,12.50,5,39,
110,Martes,14:00,17:00,12.50,Química Ingreso (Cuatrimestral),IPC-A,0,38,12.50,2,39,
110,Miércoles,18:00,21:00,41.04,Perforacion Petrolera II,P,0,26,41.04,3,39,
110,Miércoles,15:00,18:00,61.28,Economia,B,25,19,61.28,3,39,
110,Jueves,11:00,14:00,11.77,Estadística Aplicada I,B,25,35,11.77,4,39,
110,Jueves,14:00,17:00,31.38,Turbomaquinas,EM,0,39,31.38,4,39,
110,Viernes,14:00,17:00,31.38,Turbomaquinas,EM,0,39,31.38,5,39,
110,Viernes,17:00,20:00,22.58,Instrumentación y control,E,0,10,22.58,5,39,
110,Jueves,18:00,21:00,22.15,Electronica V,K,0,14,22.15,4,39,
110,Martes,19:00,22:00,12.11,Operaciones Unitarias I,Q,0,17,12.11,2,39,
110,Miércoles,8:00,11:00,72.31,Programacion Imperativa,S,0,34,72.31,3,39,
111,Martes,17:00,20:00,72.35,Ingenieria de Software I,S,0,11,72.35,2,38,
111,Viernes,15:00,18:00,72.39,"Automatas, Teoria de Lenguajes y Compiladores",S,0,22,72.39,5,38,
111,Jueves,14:00,17:00,93.36,Probabilidad,B,25,29,93.36,4,38,
111,Miércoles,10:00,13:00,31.17,Estatica y Resist. de Mat.,A,25,36,31.17,3,38,
111,Viernes,12:00,14:00,93.42,Fisica II,C,25,31,93.42,5,38,
111,Viernes,10:00,12:00,93.02,Matematica II,D,25,36,93.02,5,38,
111,Lunes,14:00,17:00,94.24,Metodologia del Aprendizaje,S,6,34,94.24,1,38,
111,Lunes,18:00,21:00,12.12,Operaciones Unitarias II,Q,0,22,12.12,1,38,
111,Miércoles,19:00,22:00,31.66,"Hidráulica, Neumática y Plc",M,0,30,31.66,3,38,
111,Viernes,8:00,10:00,41.12,Proyecto de Instalaciones de Superficie,P,0,29,41.12,5,38,
111,Martes,13:00,16:00,12.50,Química Ingreso (Cuatrimestral),IPC-B,0,33,12.50,2,38,
111,Miércoles,15:00,17:00,12.50,Química Ingreso (Cuatrimestral),IPC-B,0,33,12.50,3,38,
111,Jueves,17:30,20:30,93.90,Física Ingreso (Cuatrimestral),IPC-H,0,30,93.90,4,38,
111,Martes,8:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-B,0,34,93.90,2,38,
111,Miércoles,8:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-B,0,34,93.90,3,38,
111,Lunes,10:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-F,0,35,93.80,1,38,
111,Martes,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-B,0,36,93.80,2,38,
111,Miércoles,13:00,15:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-B,0,36,93.80,3,38,
111,Jueves,8:00,13:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-B,0,36,93.80,4,38,
112,Martes,9:00,12:00,30.09,Motores de Combustión Interna I B,M,0,14,30.09,2,18,
112,Martes,19:00,22:00,21.41,Instalaciones Electricas,M,0,2,21.41,2,18,
112,Lunes,13:00,15:00,94.72,Comunicación para Adm. y Sist. (AyS),LPC-A,0,15,94.72,1,18,
112,Lunes,15:00,18:00,32.64,Plantas Propulsoras Marinas,N,0,1,32.64,1,18,
112,Miércoles,15:00,18:00,32.64,Plantas Propulsoras Marinas,N,0,1,32.64,3,18,
112,Jueves,11:00,14:00,31.58,Proyectos Mecatronicos  (Anual),M,0,1,31.58,4,18,
112,Martes,13:00,16:00,21.81,Maquinas Electricas II,EK,0,7,21.81,2,18,
112,Viernes,15:30,21:30,21.32,Tecnologia de Mat. Electricos,E,0,10,21.32,5,18,
112,Jueves,14:00,17:00,30.10,Fractomecánica,M,0,6,30.10,4,18,
112,Jueves,11:00,14:00,31.58,Proyectos Mecatronicos  (Anual),M,0,3,31.58,4,18,
112,Martes,16:00,19:00,16.34,Electromedicina,K,0,3,16.34,2,18,
112,Jueves,18:00,21:00,32.66,Hidrostática y Estabilidad,N,0,4,32.66,4,18,
113,Martes,14:00,17:00,72.37,Base de Datos I,S,0,24,72.37,2,28,
113,Lunes,12:00,15:00,16.37,Biologia para Ingenieros,K,0,5,16.37,1,28,
113,Miércoles,12:00,15:00,16.37,Biologia para Ingenieros,K,0,5,16.37,3,28,
113,Martes,18:00,21:00,12.26,Termodinamica,Q,0,16,12.26,2,28,
113,Lunes,19:00,22:00,31.81,Tecnologia de Maquinas,K,0,12,31.81,1,28,
113,Miércoles,15:00,18:00,31.86,Sistemas Mecatronicos del Automovil,M,0,13,31.86,3,28,
113,Jueves,10:00,13:00,93.54,Metodos Numericos ( K ),INGLES,0,21,93.54,4,28,
113,Jueves,18:30,21:30,21.86,Diseño de Lineas de Transmision y Estaciones Transformadoras,E,0,3,21.86,4,28,
113,Jueves,13:00,16:00,41.32,Geología para Ingenieros,P,0,7,41.32,4,28,
113,Lunes,15:00,18:00,41.24,Registros de Pozo,P,0,19,41.24,1,28,
113,Viernes,15:00,18:00,41.24,Registros de Pozo,P,0,19,41.24,5,28,
116,Lunes,12:00,15:00,31.40,Proyecto Mecánico  (Anual),M,0,5,31.40,1,28,
116,Miércoles,14:00,17:00,21.06,Electrotecnia,BP,28,20,21.06,3,28,
116,Martes,14:30,17:30,21.71,Electrotecnia I,E,0,9,21.71,2,28,
116,Viernes,15:00,18:00,31.86,Sistemas Mecatronicos del Automovil,M,0,13,31.86,5,28,
116,Martes,18:00,21:00,22.88,Sensores y Actuadores,K,0,11,22.88,2,28,
116,Jueves,18:00,21:00,72.36,Interaccion Hombre-computadora (HCI),S,0,10,72.36,4,28,
116,Viernes,12:00,15:00,93.39,Estadistica,A,20,13,93.39,5,28,
116,Miércoles,9:30,12:30,72.32,Diseño y Procesamiento de Doc Xml,S,0,17,72.32,3,28,
116,Lunes,15:00,18:00,30.06,Motores de Combustión Interna I A,M,0,3,30.06,1,28,
116,Jueves,14:00,16:00,12.50,Química Ingreso (Cuatrimestral),IPC-G,0,25,12.50,4,28,
117,Lunes,10:00,12:00,93.84,Matemática Ingreso (AyS),LPC-A,0,17,93.84,1,24,
117,Jueves,19:00,22:00,21.41,Instalaciones Electricas,M,0,2,21.41,4,24,
117,Lunes,14:00,16:00,93.35,Logica Computacional,S,0,20,93.35,1,24,
117,Jueves,11:00,13:00,22.46,Procesamiento Adaptativo de Señales,K,0,1,22.46,4,24,
117,Martes,13:00,16:00,22.56,Sensores y Actuadores,INGLES,0,9,22.56,2,24,
117,Martes,16:00,18:00,22.57,Microprocesadores y Control,M,0,9,22.57,2,24,
135,Jueves,17:00,19:00,12.24,Ingenieria de Reacciones y Reactores I,Q,0,17,12.24,4,38,
117,Martes,19:00,22:00,22.45,Redes Neuronales,K,0,7,22.45,2,24,
117,Miércoles,12:00,14:00,93.57,Matematica V ( K ),K,0,24,93.57,3,24,
12,Lunes,16:00,19:00,22.12,Electronica II,K,0,8,22.12,1,38,
12,Martes,18:00,22:00,22.08,Algoritmos y Estructura de Datos,K,0,11,22.08,2,38,
12,Lunes,19:00,21:00,32.66,Hidrostática y Estabilidad,N,0,4,32.66,1,38,
12,Viernes,8:00,11:00,12.09,Quimica,S,0,18,12.09,5,38,
12,Miércoles,9:00,13:00,22.07,Programacion I,K,0,15,22.07,3,38,
12,Lunes,11:00,13:00,22.07,Programacion I,K,0,15,22.07,1,38,
12,Martes,8:00,10:00,93.41,Fisica I,S,28,31,93.41,2,38,
12,Jueves,18:00,21:00,81.52,Negocios y Tecnologia en Internet,A,25,38,81.52,4,38,
12,Lunes,14:00,16:00,12.01,Quimica I,D,1,32,12.01,1,38,
12,Martes,10:00,12:00,12.01,Quimica I,E,1,29,12.01,2,38,
12,Martes,14:00,16:00,93.17,Matematica I,K,17,16,93.17,2,38,
12,Viernes,15:00,17:00,22.06,Introduccion a la Computacion,ESPAÑOL,0,15,22.06,5,38,
12,Martes,12:00,14:00,93.18,Algebra Lineal,K,8,15,93.18,2,38,
12,Martes,16:00,18:00,22.06,Introduccion a la Computacion,ESPAÑOL,0,15,22.06,2,38,
12,Miércoles,13:00,17:00,22.06,Introduccion a la Computacion,INGLES,0,2,22.06,3,38,
12,Miércoles,18:00,20:00,22.06,Introduccion a la Computacion,INGLES,0,2,22.06,3,38,
12,Jueves,16:00,17:30,93.95,Física Ingreso (Anual),CPA-B,0,28,93.95,4,38,
12,Jueves,11:00,13:00,93.65,Matemática IV,A,25,36,93.65,4,38,
12,Jueves,14:00,16:00,93.65,Matemática IV,A,25,36,93.65,4,38,
120,Lunes,11:00,13:00,93.35,Logica Computacional,S,0,20,93.35,1,36,
120,Jueves,12:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-C,0,33,93.80,4,36,
120,Lunes,18:00,22:00,31.67,Procesos de Manufactura I,M,0,7,31.67,1,36,
120,Miércoles,8:00,11:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-D,0,32,99.05,3,36,
120,Viernes,15:00,16:00,93.90,Física Ingreso (Cuatrimestral),IPC-C,0,32,93.90,5,36,
120,Jueves,10:00,12:00,93.90,Física Ingreso (Cuatrimestral),IPC-C,0,32,93.90,4,36,
120,Martes,10:30,12:00,93.85,Matemática Ingreso (Anual),CPA-A,0,32,93.85,2,36,
120,Miércoles,12:00,14:00,93.85,Matemática Ingreso (Anual),CPA-C,0,32,93.85,3,36,
120,Viernes,9:00,13:00,93.02,Matematica II,E,25,24,93.02,5,36,
120,Lunes,14:00,16:00,93.02,Matematica II,K,25,34,93.02,1,36,
120,Miércoles,18:00,21:00,81.11,Contabilidad Gerencial,A,25,26,81.11,3,36,
120,Martes,8:00,10:00,93.03,Matematica III,B,25,34,93.03,2,36,
120,Jueves,14:00,18:00,22.46,Procesamiento Adaptativo de Señales,K,0,1,22.46,4,36,
120,Jueves,18:00,21:00,10.02,Gestión Ambiental,A,25,32,10.02,4,36,
120,Viernes,13:00,15:00,12.19,Quimica Analitica,Q,0,25,12.19,5,36,
120,Martes,12:00,15:00,22.15,Electronica V,K,0,14,22.15,2,36,
120,Miércoles,14:00,17:00,94.40,Estructura de las Organizaciones,L,25,29,94.40,3,36,
120,Lunes,18:00,22:00,30.08,Procesos de Manufactura I,M,0,31,30.08,1,36,
120,Lunes,16:00,18:00,93.57,Matematica V ( K ),K,0,24,93.57,1,36,
120,Martes,15:00,18:00,61.28,Economia,A,25,27,61.28,2,36,
120,Martes,19:00,22:00,41.12,Proyecto de Instalaciones de Superficie,P,0,29,41.12,2,36,
121,Viernes,15:00,18:00,61.28,Economia,A,25,27,61.28,5,38,
121,Viernes,12:00,15:00,61.28,Economia,B,25,19,61.28,5,38,
121,Martes,18:00,21:00,81.31,Analisis y Diseño de Aplicaciones Informaticas,A,25,33,81.31,2,38,
121,Jueves,18:00,21:00,10.02,Gestión Ambiental,B,25,33,10.02,4,38,
121,Miércoles,19:00,22:00,72.11,Sistemas Operativos,S,0,21,72.11,3,38,
121,Lunes,8:00,11:00,93.59,Matematica Discreta,S,0,31,93.59,1,38,
121,Martes,12:00,14:00,93.02,Matematica II,D,25,36,93.02,2,38,
121,Martes,15:00,17:00,93.02,Matematica II,A,25,31,93.02,2,38,
121,Miércoles,15:00,17:00,93.02,Matematica II,A,25,31,93.02,3,38,
121,Viernes,8:00,10:00,93.95,Física Ingreso (Anual),CPA-A,0,32,93.95,5,38,
121,Martes,8:00,10:00,93.85,Matemática Ingreso (Anual),CPA-C,0,32,93.85,2,38,
121,Jueves,14:00,16:00,93.90,Física Ingreso (Cuatrimestral),IPC-A,0,38,93.90,4,38,
121,Miércoles,11:00,13:00,93.90,Física Ingreso (Cuatrimestral),IPC-C,0,32,93.90,3,38,
121,Lunes,14:00,17:00,12.50,Química Ingreso (Cuatrimestral),IPC-C,0,32,12.50,1,38,
121,Jueves,10:00,12:00,12.50,Química Ingreso (Cuatrimestral),IPC-A,0,38,12.50,4,38,
121,Lunes,11:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-C,0,33,93.80,1,38,
122,Jueves,15:00,18:00,81.99,Taller de Transición 1 (Sistemas de Información),A,0,38,81.99,4,90,
122,Lunes,15:00,17:00,99.07,Comunicación para Ing. (Anual),CPA-B,0,28,99.07,1,90,
122,Jueves,12:00,15:00,81.02,Introduccion a la Licenciatura en Adm y Sistemas,AB,0,30,81.02,4,90,
122,Lunes,12:00,15:00,81.02,Introduccion a la Licenciatura en Adm y Sistemas,AB,0,30,81.02,1,90,
123,Viernes,15:00,18:00,61.31,Derecho para Ingenieros,BM,25,10,61.31,5,28,
123,Lunes,15:00,18:00,21.09,Máquinas Eléctricas,C,25,18,21.09,1,28,
123,Martes,15:00,17:00,31.52,Construcciones Industriales(i),AB,0,4,31.52,2,28,
123,Miércoles,15:00,19:00,31.52,Construcciones Industriales(i),AB,0,4,31.52,3,28,
123,Martes,17:00,20:00,14.50,Análisis de Riesgos y Puntos Críticos de Control,INGLES,12,7,14.50,2,28,
123,Miércoles,19:00,22:00,14.42,Desarrollo Inmobiliario,A,12,25,14.42,3,28,
123,Jueves,13:00,15:00,93.28,Analisis Matematico II,S,0,28,93.28,4,28,
123,Lunes,9:00,12:00,11.83,Gestion de Operaciones,B,0,17,11.83,1,28,
123,Viernes,9:00,12:00,11.83,Gestion de Operaciones,B,0,17,11.83,5,28,
123,Jueves,17:00,20:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-G,0,18,99.05,4,28,
124,Jueves,14:00,17:00,31.92,Elementos Finitos II,M,0,2,31.92,4,18,
124,Lunes,13:00,14:30,99.52,Español Lengua Segunda B2,A,0,7,99.52,1,18,
124,Miércoles,13:00,14:30,99.52,Español Lengua Segunda B2,A,0,7,99.52,3,18,
124,Lunes,14:30,16:00,99.56,Español Lengua Segunda C1,A,0,4,99.56,1,18,
124,Miércoles,14:30,16:00,99.56,Español Lengua Segunda C1,A,0,4,99.56,3,18,
124,Jueves,9:00,12:00,21.71,Electrotecnia I,E,0,9,21.71,4,18,
124,Martes,18:00,21:00,32.57,Proyecto de Buques  (Anual),N,0,2,32.57,2,18,
124,Viernes,14:00,17:00,32.52,Maquinas Marinas I,N,0,4,32.52,5,18,
124,Jueves,18:00,21:00,32.54,Construccion Naval,N,0,4,32.54,4,18,
124,Martes,15:00,18:00,12.57,Seguridad e Inocuidad Alimentaria,A,0,10,12.57,2,18,
125,Miércoles,18:00,21:00,31.26,Mecanica de Fluidos,M,0,21,31.26,3,30,
125,Lunes,15:00,18:00,94.28,Formacion General II,A,25,25,94.28,1,30,
125,Jueves,14:00,17:00,32.52,Maquinas Marinas I,N,0,4,32.52,4,30,
125,Miércoles,14:00,17:00,94.62,Etica en los Negocios,A,30,25,94.62,3,30,
125,Viernes,14:00,17:00,61.82,Macroeconomia,A,20,26,61.82,5,30,
125,Martes,11:00,13:00,93.42,Fisica II,B,25,24,93.42,2,30,
125,Martes,13:00,16:00,94.21,Formacion General I,F,1,27,94.21,2,30,
125,Viernes,12:00,14:00,93.17,Matematica I,K,17,16,93.17,5,30,
125,Jueves,18:00,21:00,31.97,Corrosion y Degradacion de Materiales,M,0,7,31.97,4,30,
125,Martes,17:00,20:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-A,0,29,99.05,2,30,
125,Jueves,10:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-G,0,26,93.80,4,30,
110,Miércoles,11:00,13:00,72.34,Estructura de Datos y Algoritmos,S,0,23,72.34,3,39,
126,Miércoles,10:00,13:00,93.84,Matemática Ingreso (AyS),LPC-A,0,17,93.84,3,30,
126,Jueves,8:00,11:00,93.84,Matemática Ingreso (AyS),LPC-A,0,17,93.84,4,30,
126,Jueves,15:00,18:00,81.26,Comercio Exterior,B,0,24,81.26,4,30,
126,Jueves,19:00,22:00,31.68,Instalaciones Industriales,M,0,9,31.68,4,30,
126,Jueves,11:00,14:00,94.61,Filosofia,A,0,24,94.61,4,30,
126,Miércoles,14:00,17:00,31.20,Diseño Mecanico,MN,0,29,31.20,3,30,
126,Viernes,15:00,18:00,93.75,Metodos Numericos Avanzados,S,0,26,93.75,5,30,
126,Martes,15:00,18:00,81.11,Contabilidad Gerencial,A,25,26,81.11,2,30,
126,Lunes,14:00,17:00,93.07,Metodos Numericos,S,25,28,93.07,1,30,
126,Miércoles,18:00,21:00,41.32,Geología para Ingenieros,P,0,7,41.32,3,30,
126,Martes,18:30,21:30,81.46,Auditoria General y de Sistemas,B,0,26,81.46,2,30,
13,Jueves,15:00,18:00,94.28,Formacion General II,B,25,15,94.28,4,42,
13,Miércoles,15:00,18:00,22.05,Anal.de Señales y Sist.digit.,K,0,13,22.05,3,42,
13,Viernes,9:00,12:00,22.05,Anal.de Señales y Sist.digit.,K,0,13,22.05,5,42,
13,Martes,17:00,19:00,12.20,Quimica-fisica,Q,0,20,12.20,2,42,
13,Jueves,18:00,21:00,12.83,Seguridad Ocupacional y Ambiental,S,25,30,12.83,4,42,
13,Miércoles,12:00,15:00,61.31,Derecho para Ingenieros,CM,25,26,61.31,3,42,
13,Martes,10:00,14:00,93.44,Fisica IV,MP,28,31,93.44,2,42,
13,Viernes,16:00,18:00,93.44,Fisica IV,MP,28,31,93.44,5,42,
13,Lunes,16:00,19:00,30.03,Instalaciones Térmicas,A,0,17,30.03,1,42,
8,Martes,18:00,21:00,11.10,Organizacion de la Produccion I,B,25,34,11.10,2,36,
13,Jueves,12:00,15:00,61.24,Economia para Ingenieros,S,0,37,61.24,4,42,
13,Lunes,14:00,16:00,72.31,Programacion Imperativa,S,0,34,72.31,1,42,
13,Miércoles,10:00,12:00,93.41,Fisica I,E,25,23,93.41,3,42,
13,Lunes,10:00,12:00,93.17,Matematica I,K,17,16,93.17,1,42,
13,Miércoles,8:00,10:00,93.17,Matematica I,C,17,36,93.17,3,42,
13,Miércoles,18:00,20:00,22.06,Introduccion a la Computacion,ESPAÑOL,0,15,22.06,3,42,
13,Lunes,8:00,10:00,93.18,Algebra Lineal,K,8,15,93.18,1,42,
13,Lunes,12:00,14:00,93.28,Analisis Matematico II,S,0,28,93.28,1,42,
13,Martes,14:00,16:00,99.07,Comunicación para Ing. (Anual),CPA-C,0,31,99.07,2,42,
13,Lunes,19:00,22:00,72.20,Redes de Informacion,S,0,21,72.20,1,42,
13,Viernes,13:00,15:30,93.95,Física Ingreso (Anual),CPA-C,0,32,93.95,5,42,
130,Lunes,10:00,12:00,93.85,Matemática Ingreso (Anual),CPA-A,0,32,93.85,1,38,
