Aula,Día,Inicio,Fin,Código,Materia,Comisión,Cupo,Inscriptos,=ARRAYFORMULA(TO_PURE_NUMBER(E2:E)),Día,Capacidad,Estado
130,Viernes,14:00,16:00,93.85,Matemática Ingreso (Anual),CPA-B,0,28,93.85,5,38,
130,Martes,8:00,10:00,93.85,Matemática Ingreso (Anual),CPA-D,0,29,93.85,2,38,
130,Lunes,13:00,14:30,12.55,Química Ingreso (Anual),CPA-D,0,29,12.55,1,38,
130,Miércoles,9:00,12:00,93.90,Física Ingreso (Cuatrimestral),IPC-E,0,31,93.90,3,38,
130,Lunes,15:00,17:00,93.90,Física Ingreso (Cuatrimestral),IPC-F,0,35,93.90,1,38,
130,Miércoles,8:00,9:00,93.90,Física Ingreso (Cuatrimestral),IPC-F,0,35,93.90,3,38,
130,Martes,14:00,18:00,93.22,Prob.y Estadistica(i/m/q),INGLES,25,7,93.22,2,38,
130,Jueves,14:00,18:00,93.22,Prob.y Estadistica(i/m/q),Q,25,35,93.22,4,38,
130,Lunes,8:00,10:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-G,0,26,93.80,1,38,
130,Viernes,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-C,0,33,93.80,5,38,
130,Viernes,12:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-C,0,33,93.80,5,38,
130,Miércoles,14:00,16:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-D,0,37,93.80,3,38,
121,Viernes,10:00,12:00,93.02,Matematica II,A,25,31,93.02,5,38,
130,Jueves,10:00,12:00,93.02,Matematica II,E,25,24,93.02,4,38,
130,Miércoles,12:00,14:00,93.20,Analisis Matematico,A,0,33,93.20,3,38,
130,Jueves,8:00,10:00,93.20,Analisis Matematico,A,0,33,93.20,4,38,
130,Martes,11:00,14:00,93.39,Estadistica,A,20,13,93.39,2,38,
130,Lunes,18:00,21:00,81.52,Negocios y Tecnologia en Internet,A,25,38,81.52,1,38,
130,Jueves,18:00,21:00,11.10,Organizacion de la Produccion I,A,25,31,11.10,4,38,
130,Miércoles,16:00,19:00,12.24,Ingenieria de Reacciones y Reactores I,Q,0,17,12.24,3,38,
32,Miércoles,19:00,22:00,61.23,Economia para Ingenieros,KM,25,21,61.23,3,84,
130,Martes,18:00,21:00,31.26,Mecanica de Fluidos,M,0,21,31.26,2,38,
32,Miércoles,19:00,22:00,61.23,Economia para Ingenieros,PQ,25,23,61.23,3,84,
131,Miércoles,15:00,18:00,81.26,Comercio Exterior,A,0,42,81.26,3,42,
131,Jueves,19:00,22:00,11.10,Organizacion de la Produccion I,B,25,34,11.10,4,42,
131,Martes,15:00,18:00,21.10,Instalaciones Eléctricas,A,0,5,21.10,2,42,
131,Martes,19:00,22:00,94.42,Comunicacion Estrategica,A,12,26,94.42,2,42,
131,Miércoles,10:00,12:00,93.17,Matematica I,F,17,31,93.17,3,42,
131,Viernes,8:00,10:00,93.17,Matematica I,F,17,31,93.17,5,42,
131,Viernes,10:00,12:00,93.18,Algebra Lineal,F,8,20,93.18,5,42,
131,Martes,13:00,15:00,93.02,Matematica II,B,25,23,93.02,2,42,
131,Jueves,11:00,13:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-D,0,37,93.80,4,42,
131,Lunes,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-A,0,40,93.80,1,42,
131,Lunes,16:00,19:00,72.08,Arquitecturas de Computadoras,S,0,20,72.08,1,42,
131,Martes,8:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-E,0,31,93.90,2,42,
131,Lunes,12:00,14:00,93.90,Física Ingreso (Cuatrimestral),IPC-A,0,38,93.90,1,42,
131,Jueves,8:00,10:00,12.50,Química Ingreso (Cuatrimestral),IPC-D,0,39,12.50,4,42,
131,Jueves,14:00,15:30,93.85,Matemática Ingreso (Anual),CPA-B,0,28,93.85,4,42,
131,Miércoles,12:30,14:30,93.85,Matemática Ingreso (Anual),CPA-A,0,32,93.85,3,42,
131,Viernes,12:30,14:00,93.85,Matemática Ingreso (Anual),CPA-A,0,32,93.85,5,42,
131,Lunes,14:00,16:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-A,0,40,93.80,1,42,
131,Martes,10:30,13:00,12.55,Química Ingreso (Anual),CPA-C,0,32,12.55,2,42,
132,Martes,13:00,15:00,93.95,Física Ingreso (Anual),CPA-A,0,32,93.95,2,38,
132,Lunes,17:00,20:00,12.50,Química Ingreso (Cuatrimestral),IPC-I,0,27,12.50,1,38,
132,Miércoles,12:00,15:00,12.50,Química Ingreso (Cuatrimestral),IPC-G,0,25,12.50,3,38,
132,Martes,8:00,13:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-G,0,26,93.80,2,38,
132,Lunes,11:00,17:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-I,0,27,93.80,1,38,
132,Miércoles,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-F,0,35,93.80,3,38,
132,Jueves,15:00,17:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-F,0,35,93.80,4,38,
132,Miércoles,15:00,17:00,93.02,Matematica II,K,25,34,93.02,3,38,
132,Viernes,8:00,11:00,81.08,Aplicacion de las Telecomunicaciones,A,0,20,81.08,5,38,
132,Lunes,8:00,10:00,93.20,Analisis Matematico,A,0,33,93.20,1,38,
132,Viernes,12:00,15:00,61.12,Gestion Financiera,B,25,29,61.12,5,38,
132,Jueves,11:00,14:00,31.17,Estatica y Resist. de Mat.,A,25,36,31.17,4,38,
132,Martes,15:00,17:00,93.42,Fisica II,K,25,19,93.42,2,38,
132,Martes,19:00,21:00,12.08,Bioquimica y Microbiologia,Q,0,19,12.08,2,38,
132,Miércoles,18:00,20:00,12.08,Bioquimica y Microbiologia,Q,0,19,12.08,3,38,
132,Jueves,18:00,21:00,81.31,Analisis y Diseño de Aplicaciones Informaticas,A,25,33,81.31,4,38,
133,Martes,19:00,22:00,61.40,Economia y Finanzas Internacionales,L,0,18,61.40,2,62,
133,Martes,15:00,18:00,81.41,Estrategia Empresaria,AB,0,52,81.41,2,62,
133,Jueves,15:00,18:00,11.15,Organizacion Industrial,K,25,42,11.15,4,62,
133,Jueves,18:00,21:00,11.15,Organizacion Industrial,MPQ,25,65,11.15,4,62,
133,Viernes,12:00,15:00,81.07,Sistemas Contables,A,0,15,81.07,5,62,
133,Martes,12:00,15:00,81.07,Sistemas Contables,B,0,27,81.07,2,62,
133,Lunes,8:00,11:00,21.08,Electrotecnia,MQ,0,43,21.08,1,62,
133,Lunes,15:00,18:00,11.02,Org. de la Produccion II,A,25,20,11.02,1,62,
133,Viernes,18:00,21:00,11.02,Org. de la Produccion II,A,25,20,11.02,5,62,
133,Lunes,18:00,21:00,11.02,Org. de la Produccion II,B,25,28,11.02,1,62,
133,Viernes,15:00,18:00,11.02,Org. de la Produccion II,B,25,28,11.02,5,62,
133,Lunes,13:00,15:00,93.42,Fisica II,A,25,53,93.42,1,62,
133,Miércoles,15:00,18:00,11.73,Teoria de la Decision,A,12,56,11.73,3,62,
133,Jueves,9:00,14:00,93.58,Algebra,S,0,49,93.58,4,62,
133,Viernes,10:00,12:00,93.18,Algebra Lineal,C,8,33,93.18,5,62,
133,Martes,8:00,10:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-H,0,32,93.80,2,62,
133,Miércoles,9:00,11:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-C,0,33,93.80,3,62,
133,Martes,10:00,12:00,93.90,Física Ingreso (Cuatrimestral),IPC-H,0,30,93.90,2,62,
133,Miércoles,18:00,21:00,81.39,Sistemas Integrados de Gestion Empresaria I,AB,0,53,81.39,3,62,
135,Jueves,19:00,22:00,61.10,Economia Internacional,A,15,3,61.10,4,38,
135,Miércoles,15:00,17:00,12.50,Química Ingreso (Cuatrimestral),IPC-C,0,32,12.50,3,38,
135,Miércoles,10:00,13:00,12.50,Química Ingreso (Cuatrimestral),IPC-H,0,31,12.50,3,38,
135,Martes,16:00,19:00,12.50,Química Ingreso (Cuatrimestral),IPC-F,0,33,12.50,2,38,
135,Miércoles,8:00,10:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-H,0,32,93.80,3,38,
135,Miércoles,13:00,15:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-H,0,32,93.80,3,38,
135,Martes,14:00,16:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-F,0,35,93.80,2,38,
135,Martes,12:00,14:00,93.65,Matemática IV,MPN,25,26,93.65,2,38,
135,Viernes,12:00,16:00,93.65,Matemática IV,MPN,25,26,93.65,5,38,
135,Lunes,14:00,16:00,93.17,Matematica I,F,17,31,93.17,1,38,
135,Martes,9:00,12:00,81.07,Sistemas Contables,A,0,15,81.07,2,38,
135,Lunes,12:00,14:00,93.02,Matematica II,B,25,23,93.02,1,38,
135,Jueves,11:00,13:00,93.41,Fisica I,S,28,31,93.41,4,38,
135,Viernes,8:00,11:00,61.81,Microeconomía,A,0,19,61.81,5,38,
135,Jueves,8:00,11:00,93.59,Matematica Discreta,S,0,31,93.59,4,38,
135,Lunes,8:00,11:00,21.09,Máquinas Eléctricas,B,25,9,21.09,1,38,
135,Miércoles,19:00,22:00,81.63,Marketing Internacional,A,0,17,81.63,3,38,
135,Jueves,14:00,17:00,12.84,Introduccion a la Ingenieria Ambiental,Q,0,37,12.84,4,38,
140,Lunes,14:00,17:00,11.85,Toma de Decisiones,LB,28,8,11.85,1,28,
140,Viernes,14:00,17:00,11.85,Toma de Decisiones,LB,28,8,11.85,5,28,
140,Miércoles,18:00,21:00,12.26,Termodinamica,Q,0,16,12.26,3,28,
140,Martes,14:00,17:00,12.13,Operaciones Unitarias III,Q,0,7,12.13,2,28,
140,Martes,18:00,21:00,12.13,Operaciones Unitarias III,Q,0,7,12.13,2,28,
140,Lunes,18:00,21:00,12.16,Fenomenos de Transporte,Q,0,20,12.16,1,28,
140,Miércoles,10:00,12:00,12.16,Fenomenos de Transporte,Q,0,20,12.16,3,28,
140,Miércoles,14:00,17:00,12.16,Fenomenos de Transporte,Q,0,20,12.16,3,28,
140,Jueves,10:00,12:00,12.16,Fenomenos de Transporte,Q,0,20,12.16,4,28,
140,Viernes,18:00,22:00,41.29,Geoestadistica,P,0,16,41.29,5,28,
140,Jueves,14:00,17:00,94.63,Epistemologia y Heuristica,A,25,26,94.63,4,28,
140,Viernes,12:00,14:00,93.02,Matematica II,B,25,23,93.02,5,28,
140,Jueves,17:00,20:00,94.21,Formacion General I,INGLES,15,12,94.21,4,28,
140,Martes,10:00,13:00,94.60,Panorama Historico Global,A,0,14,94.60,2,28,
141,Lunes,18:00,22:00,14.46,Lean Manufacturing,A,12,16,14.46,1,30,
141,Viernes,18:00,21:00,14.05,Creatividad,A,12,28,14.05,5,30,
141,Miércoles,19:00,22:00,72.43,Gestión de Proyectos Informáticos,S,0,2,72.43,3,30,
141,Miércoles,15:30,18:30,21.85,Sistemas Electricos de Potencia,E,0,3,21.85,3,30,
141,Viernes,12:00,15:00,81.07,Sistemas Contables,B,0,27,81.07,5,30,
141,Martes,13:00,16:00,93.21,Algebra,A,0,13,93.21,2,30,
141,Jueves,8:00,11:00,93.21,Algebra,A,0,13,93.21,4,30,
141,Martes,8:00,11:00,93.21,Algebra,B,0,14,93.21,2,30,
141,Viernes,8:00,11:00,93.21,Algebra,B,0,14,93.21,5,30,
141,Martes,16:00,19:00,22.64,Comunicaciones Digitales,K,0,4,22.64,2,30,
141,Jueves,15:00,18:00,61.40,Economia y Finanzas Internacionales,L,0,18,61.40,4,30,
142,Viernes,13:00,16:00,22.67,Señales Aleatorias,K,0,18,22.67,5,30,
142,Martes,19:00,22:00,11.75,Tecnologías y Procesos de Producción,A,0,1,11.75,2,30,
142,Miércoles,11:00,14:00,31.34,Estatica,M,0,24,31.34,3,30,
142,Jueves,19:00,22:00,12.90,Proyecto de Plantas  (Anual),Q,0,14,12.90,4,30,
142,Lunes,15:00,18:00,11.46,Planeamiento Estrategico,A,25,24,11.46,1,30,
142,Lunes,18:00,21:00,11.46,Planeamiento Estrategico,B,25,14,11.46,1,30,
142,Jueves,16:00,19:00,72.39,"Automatas, Teoria de Lenguajes y Compiladores",S,0,22,72.39,4,30,
142,Miércoles,14:00,17:00,81.20,Comercializacion,INGLES,28,25,81.20,3,30,
142,Martes,13:00,17:00,93.03,Matematica III,MN,25,23,93.03,2,30,
142,Lunes,11:00,14:00,94.24,Metodologia del Aprendizaje,E,25,17,94.24,1,30,
152,Viernes,14:00,17:00,94.21,Formacion General I,EK,25,24,94.21,5,66,
152,Jueves,8:00,11:00,94.21,Formacion General I,C,1,44,94.21,4,66,
152,Jueves,11:00,14:00,94.21,Formacion General I,A,1,32,94.21,4,66,
152,Viernes,12:00,14:00,93.02,Matematica II,K,25,34,93.02,5,66,
152,Martes,15:00,18:00,31.17,Estatica y Resist. de Mat.,B,25,52,31.17,2,66,
152,Martes,13:00,15:00,93.03,Matematica III,B,25,34,93.03,2,66,
152,Lunes,11:00,13:00,93.24,Probabil.y Estadistica(k/s),S,0,58,93.24,1,66,
152,Martes,11:00,13:00,93.24,Probabil.y Estadistica(k/s),S,0,58,93.24,2,66,
152,Jueves,14:00,16:00,93.42,Fisica II,S,25,40,93.42,4,66,
152,Lunes,15:00,18:00,31.19,Estatica y Resistencia de Materiales,PQ,0,39,31.19,1,66,
152,Miércoles,15:00,18:00,10.01,Proyecto Final de Ingeniería Industrial (Anual),A,25,46,10.01,3,66,
152,Miércoles,18:00,21:00,10.01,Proyecto Final de Ingeniería Industrial (Anual),B,25,20,10.01,3,66,
152,Martes,18:00,21:00,31.36,Metalurgia Fisica I,PM,30,44,31.36,2,66,
152,Miércoles,15:00,18:00,11.99,Proyecto Final de Ingenieria Industrial,A,25,22,11.99,3,66,
152,Miércoles,18:00,21:00,11.99,Proyecto Final de Ingenieria Industrial,B,25,25,11.99,3,66,
152,Lunes,18:30,21:30,81.56,Arquitectura de la Tecnologia Informática,AB,0,40,81.56,1,66,
152,Lunes,8:00,11:00,93.07,Metodos Numericos,B,25,54,93.07,1,66,
152,Miércoles,9:00,13:00,93.43,Fisica III,MPN,25,51,93.43,3,66,
152,Viernes,8:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-A,0,40,93.80,5,66,
152,Lunes,13:00,15:00,99.07,Comunicación para Ing. (Anual),CPA-A,0,30,99.07,1,66,
152,Miércoles,13:30,15:00,93.85,Matemática Ingreso (Anual),CPA-D,0,29,93.85,3,66,
154,Martes,14:00,17:00,31.68,Instalaciones Industriales,M,0,9,31.68,2,30,
154,Martes,11:00,14:00,31.35,Resistencia de Materiales,M,0,20,31.35,2,30,
154,Jueves,11:00,14:00,31.35,Resistencia de Materiales,M,0,20,31.35,4,30,
154,Miércoles,15:00,18:00,94.41,Gestion de los Recursos Humanos,LB,25,11,94.41,3,30,
154,Miércoles,18:00,21:00,94.63,Epistemologia y Heuristica,B,25,18,94.63,3,30,
154,Jueves,14:00,17:00,12.19,Quimica Analitica,Q,0,25,12.19,4,30,
154,Lunes,11:00,14:00,31.34,Estatica,M,0,24,31.34,1,30,
154,Lunes,15:30,18:30,21.85,Sistemas Electricos de Potencia,E,0,3,21.85,1,30,
154,Viernes,14:00,17:00,21.45,Eficiencia Energética,E,0,2,21.45,5,30,
21,Martes,15:00,17:30,93.95,Física Ingreso (Anual),CPA-B,0,28,93.95,2,30,
21,Lunes,10:00,13:00,93.90,Física Ingreso (Cuatrimestral),IPC-G,25,25,93.90,1,30,
21,Miércoles,8:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-G,25,25,93.90,3,30,
21,Jueves,8:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-G,25,25,93.90,4,30,
21,Lunes,13:00,17:00,93.51,Mecanica General,A,24,21,93.51,1,30,
21,Jueves,15:00,17:00,93.51,Mecanica General,A,24,21,93.51,4,30,
21,Miércoles,14:00,18:00,93.51,Mecanica General,B,24,23,93.51,3,30,
22,Miércoles,13:00,16:00,22.28,Electronica de Potencia,K,0,3,22.28,3,30,
22,Martes,14:00,16:00,22.02,Electrotecnia I,K,0,23,22.02,2,30,
22,Martes,16:30,18:30,22.02,Electrotecnia I,K,0,23,22.02,2,30,
22,Viernes,8:00,13:00,22.02,Electrotecnia I,K,0,23,22.02,5,30,
22,Jueves,19:00,22:00,12.12,Operaciones Unitarias II,Q,0,22,12.12,4,30,
22,Jueves,16:00,18:00,93.44,Fisica IV,K,28,29,93.44,4,30,
22,Lunes,19:00,22:00,10.04,Plantas Industriales,A,25,30,10.04,1,30,
22,Miércoles,19:00,22:00,22.31,Diseño de Equipos Electronicos  (Anual),K,0,13,22.31,3,30,
22,Lunes,16:00,19:00,12.47,Control de Procesos/Laboratorio de Control de Procesos,A,0,7,12.47,1,30,
22,Martes,19:00,22:00,22.31,Diseño de Equipos Electronicos  (Anual),K,0,8,22.31,2,30,
22,Jueves,10:00,13:00,72.33,Programacion Orientada a Objetos,S,0,26,72.33,4,30,
22,Miércoles,11:00,13:00,93.03,Matematica III,MN,25,23,93.03,3,30,
22,Martes,11:00,14:00,71.88,Gestion de Datos,B,20,17,71.88,2,30,
22,Miércoles,16:00,19:00,72.44,Criptografia y Seguridad,S,0,17,72.44,3,30,
22,Lunes,11:00,13:00,93.41,Fisica I,C,25,22,93.41,1,30,
22,Lunes,8:00,10:00,93.18,Algebra Lineal,F,8,20,93.18,1,30,
23,Lunes,9:00,11:00,12.02,Quimica II,B,22,15,12.02,1,28,
23,Jueves,16:00,19:00,94.27,Administración Recursos Humanos,A,12,18,94.27,4,28,
23,Martes,13:00,15:00,93.41,Fisica I,E,25,23,93.41,2,28,
23,Viernes,10:00,14:00,93.41,Fisica I,F,25,10,93.41,5,28,
23,Martes,11:00,13:00,93.03,Matematica III,K,25,26,93.03,2,28,
23,Jueves,11:00,13:00,93.03,Matematica III,K,25,26,93.03,4,28,
23,Lunes,11:00,13:00,93.42,Fisica II,K,25,19,93.42,1,28,
23,Jueves,19:00,22:00,11.86,Investigación de Operaciones I,B,25,26,11.86,4,28,
23,Martes,15:00,18:00,93.38,Matematica V,M,0,16,93.38,2,28,
23,Miércoles,12:00,15:00,16.01,Biología Molecular y Celular,BIO,0,7,16.01,3,28,
23,Lunes,19:00,22:00,10.04,Plantas Industriales,B,25,24,10.04,1,28,
23,Miércoles,10:00,12:00,22.08,Algoritmos y Estructura de Datos,K,0,11,22.08,3,28,
23,Miércoles,19:00,22:00,12.11,Operaciones Unitarias I,Q,0,17,12.11,3,28,
23,Miércoles,15:00,18:00,12.20,Quimica-fisica,Q,0,20,12.20,3,28,
23,Martes,19:00,22:00,22.12,Electronica II,K,0,8,22.12,2,28,
23,Lunes,15:00,18:00,30.09,Motores de Combustión Interna I B,M,0,14,30.09,1,28,
25,Viernes,14:00,16:00,12.50,Química Ingreso (Cuatrimestral),IPC-F,0,33,12.50,5,56,
25,Viernes,10:00,11:30,93.85,Matemática Ingreso (Anual),CPA-C,0,32,93.85,5,56,
25,Viernes,16:00,17:30,12.55,Química Ingreso (Anual),CPA-C,0,32,12.55,5,56,
25,Lunes,16:00,19:00,61.31,Derecho para Ingenieros,AM,25,25,61.31,1,56,
25,Martes,19:00,22:00,11.87,Investigación de Operaciones II,A,0,14,11.87,2,56,
25,Lunes,19:00,22:00,11.89,Formulación y Evaluación de Proyectos,A,25,54,11.89,1,56,
25,Miércoles,19:00,22:00,11.76,Gestión de la Calidad,A,25,29,11.76,3,56,
25,Jueves,19:00,22:00,11.86,Investigación de Operaciones I,A,25,30,11.86,4,56,
25,Jueves,16:00,19:00,11.79,Sistemas y Modelos,A,25,29,11.79,4,56,
25,Martes,16:00,19:00,30.02,Máquinas Térmicas,INGLES,25,23,30.02,2,56,
25,Lunes,13:00,16:00,31.22,Mecanica de Fluidos,B,30,47,31.22,1,56,
25,Miércoles,14:00,16:00,93.42,Fisica II,S,25,40,93.42,3,56,
25,Lunes,11:00,13:00,12.02,Quimica II,D,22,19,12.02,1,56,
25,Jueves,8:00,10:00,12.02,Quimica II,E,22,26,12.02,4,56,
25,Martes,10:00,12:00,12.02,Quimica II,F,18,31,12.02,2,56,
25,Martes,14:00,16:00,93.02,Matematica II,C,25,26,93.02,2,56,
25,Lunes,9:00,11:00,93.02,Matematica II,D,25,36,93.02,1,56,
25,Miércoles,12:00,14:00,93.28,Analisis Matematico II,S,0,28,93.28,3,56,
25,Miércoles,8:00,10:00,93.26,Analisis Matematico I,S,0,51,93.26,3,56,
25,Viernes,8:00,10:00,12.02,Quimica II,A,22,29,12.02,5,56,
25,Jueves,10:00,12:00,93.18,Algebra Lineal,D,1,26,93.18,4,56,
25,Viernes,12:00,14:00,12.01,Quimica I,C,18,34,12.01,5,56,
25,Jueves,14:00,16:00,93.18,Algebra Lineal,A,8,20,93.18,4,56,
25,Miércoles,10:00,12:00,93.17,Matematica I,E,1,29,93.17,3,56,
25,Martes,8:00,10:00,12.01,Quimica I,A,18,32,12.01,2,56,
25,Martes,12:00,14:00,12.01,Quimica I,D,1,32,12.01,2,56,
26,Lunes,11:00,13:00,12.01,Quimica I,F,18,33,12.01,1,56,
26,Miércoles,13:00,15:00,12.01,Quimica I,F,18,33,12.01,3,56,
26,Jueves,8:00,10:00,12.01,Quimica I,A,18,32,12.01,4,56,
26,Jueves,10:00,12:00,12.01,Quimica I,B,18,28,12.01,4,56,
26,Viernes,11:00,13:00,12.01,Quimica I,B,18,28,12.01,5,56,
26,Lunes,13:00,15:00,12.01,Quimica I,C,18,34,12.01,1,56,
26,Martes,19:00,22:00,10.06,Taller de Transición 2 ( Tecnologías y Procesos de Producción),A,25,59,10.06,2,56,
26,Lunes,8:00,10:00,93.17,Matematica I,D,1,28,93.17,1,56,
26,Viernes,13:00,16:00,94.21,Formacion General I,B,1,39,94.21,5,56,
26,Jueves,12:00,14:00,12.02,Quimica II,F,18,31,12.02,4,56,
26,Viernes,16:00,18:00,93.41,Fisica I,C,25,22,93.41,5,56,
26,Miércoles,8:00,10:00,12.02,Quimica II,A,22,29,12.02,3,56,
26,Martes,8:00,10:00,12.02,Quimica II,E,22,26,12.02,2,56,
26,Viernes,8:00,10:00,12.02,Quimica II,D,22,19,12.02,5,56,
26,Martes,11:00,13:00,12.02,Quimica II,C,22,21,12.02,2,56,
26,Jueves,14:00,16:00,12.32,Quimica Organica I,Q,0,18,12.32,4,56,
26,Miércoles,15:00,18:00,31.17,Estatica y Resist. de Mat.,B,25,52,31.17,3,56,
26,Jueves,16:00,19:00,11.79,Sistemas y Modelos,B,25,31,11.79,4,56,
26,Jueves,19:00,22:00,11.59,Logistica,B,25,30,11.59,4,56,
26,Miércoles,19:00,22:00,11.76,Gestión de la Calidad,B,25,19,11.76,3,56,
26,Lunes,19:00,22:00,11.89,Formulación y Evaluación de Proyectos,B,25,35,11.89,1,56,
26,Lunes,15:00,18:00,94.10,Formacion para Emprendedores,L,0,34,94.10,1,56,
26,Miércoles,10:00,12:30,12.55,Química Ingreso (Anual),CPA-A,0,32,12.55,3,56,
26,Martes,17:00,19:00,93.22,Prob.y Estadistica(i/m/q),Q,25,35,93.22,2,56,
26,Martes,13:00,17:00,93.65,Matemática IV,Q,25,47,93.65,2,56,
29,Miércoles,16:00,20:00,93.43,Fisica III,B,25,35,93.43,3,46,
29,Lunes,12:00,14:00,93.65,Matemática IV,B,25,45,93.65,1,46,
29,Martes,11:00,13:00,12.33,Quimica Organica II,Q,0,26,12.33,2,46,
29,Jueves,11:00,13:00,12.33,Quimica Organica II,Q,0,26,12.33,4,46,
29,Miércoles,14:00,16:00,93.65,Matemática IV,B,25,45,93.65,3,46,
29,Viernes,9:00,12:00,93.07,Metodos Numericos,A,25,40,93.07,5,46,
29,Lunes,9:00,12:00,12.50,Química Ingreso (Cuatrimestral),IPC-D,0,39,12.50,1,46,
29,Jueves,13:00,14:30,93.85,Matemática Ingreso (Anual),CPA-C,0,32,93.85,4,46,
29,Martes,13:00,15:00,72.31,Programacion Imperativa,S,0,34,72.31,2,46,
29,Lunes,14:00,16:00,93.51,Mecanica General,B,24,23,93.51,1,46,
29,Martes,19:00,22:00,11.63,Simulacion,A,25,41,11.63,2,46,
29,Jueves,15:00,18:00,11.39,Marketing,A,25,45,11.39,4,46,
29,Viernes,18:00,21:00,11.39,Marketing,B,25,33,11.39,5,46,
