Aula,Día,Inicio,Fin,Código,Materia,Comisión,Cupo,Inscriptos,=ARRAYFORMULA(TO_PURE_NUMBER(E2:E)),Día,Capacidad,Estado
29,Jueves,18:00,21:00,94.23,Formacion General III,KMP,25,24,94.23,4,46,
29,Jueves,8:00,10:00,12.34,Quimica Organica para Petroleo,P,0,24,12.34,4,46,
29,Viernes,12:00,14:00,12.34,Quimica Organica para Petroleo,P,0,24,12.34,5,46,
29,Viernes,15:00,18:00,11.39,Marketing,C,25,22,11.39,5,46,
29,Martes,9:00,11:00,12.32,Quimica Organica I,Q,0,18,12.32,2,46,
29,Martes,15:00,19:00,93.41,Fisica I,D,25,27,93.41,2,46,
29,Miércoles,12:00,14:00,93.02,Matematica II,C,25,26,93.02,3,46,
29,Miércoles,8:00,10:00,93.17,Matematica I,D,1,28,93.17,3,46,
29,Miércoles,10:00,12:00,93.18,Algebra Lineal,D,1,26,93.18,3,46,
30,Martes,8:00,10:00,93.18,Algebra Lineal,E,1,28,93.18,2,46,
30,Martes,10:00,12:00,93.18,Algebra Lineal,F,8,20,93.18,2,46,
30,Viernes,12:00,14:00,93.17,Matematica I,D,1,28,93.17,5,46,
30,Viernes,8:00,10:00,93.17,Matematica I,B,17,35,93.17,5,46,
30,Viernes,10:00,12:00,12.02,Quimica II,C,22,21,12.02,5,46,
30,Jueves,14:00,18:00,93.41,Fisica I,K,25,38,93.41,4,46,
30,Martes,15:00,18:00,14.11,Responsabilidad Social Empresaria,A,12,38,14.11,2,46,
30,Lunes,12:00,15:00,21.09,Máquinas Eléctricas,A,25,39,21.09,1,46,
30,Martes,19:00,22:00,11.63,Simulacion,B,25,33,11.63,2,46,
30,Jueves,8:00,11:00,21.08,Electrotecnia,MQ,0,43,21.08,4,46,
30,Miércoles,8:00,12:00,93.44,Fisica IV,K,28,29,93.44,3,46,
30,Jueves,18:30,21:30,81.56,Arquitectura de la Tecnologia Informática,AB,0,40,81.56,4,46,
30,Miércoles,18:00,20:30,93.90,Física Ingreso (Cuatrimestral),IPC-I,0,26,93.90,3,46,
30,Miércoles,14:00,15:00,93.90,Física Ingreso (Cuatrimestral),IPC-A,0,38,93.90,3,46,
30,Miércoles,12:00,14:00,93.90,Física Ingreso (Cuatrimestral),IPC-D,0,38,93.90,3,46,
30,Lunes,9:00,10:00,93.90,Física Ingreso (Cuatrimestral),IPC-B,0,34,93.90,1,46,
30,Jueves,11:00,14:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-I,0,25,99.05,4,46,
30,Lunes,15:00,18:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-B,0,33,99.05,1,46,
30,Martes,12:00,14:00,93.65,Matemática IV,B,25,45,93.65,2,46,
30,Lunes,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-B,0,36,93.80,1,46,
30,Miércoles,15:00,18:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-A,0,40,93.80,3,46,
31,Viernes,11:00,15:00,93.43,Fisica III,Q,25,50,93.43,5,72,
31,Jueves,14:00,17:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-H,0,27,99.05,4,72,
31,Martes,16:00,18:00,99.07,Comunicación para Ing. (Anual),CPA-D,0,30,99.07,2,72,
31,Viernes,15:00,18:00,81.41,Estrategia Empresaria,AB,0,52,81.41,5,72,
31,Lunes,16:00,19:00,94.29,Formacion para Emprendedores,A ( EN INGLES ),25,27,94.29,1,72,
31,Jueves,17:00,20:00,22.10,Electronica e Instrumentacion,B,25,38,22.10,4,72,
31,Miércoles,19:00,22:00,30.01,Mecánica y Mecanismos,A,50,50,30.01,3,72,
31,Martes,11:00,14:00,11.77,Estadística Aplicada I,A,25,41,11.77,2,72,
31,Miércoles,15:00,18:00,31.04,Elementos de Maquinas,M,0,34,31.04,3,72,
31,Viernes,18:00,21:00,31.04,Elementos de Maquinas,M,0,34,31.04,5,72,
31,Martes,19:00,22:00,72.07,Protocolos de Comunicacion,S,0,17,72.07,2,72,
31,Jueves,10:00,14:00,93.03,Matematica III,Q,25,50,93.03,4,72,
31,Martes,14:00,16:00,93.26,Analisis Matematico I,S,0,51,93.26,2,72,
31,Lunes,10:00,12:00,93.17,Matematica I,C,17,36,93.17,1,72,
31,Viernes,8:00,10:00,93.17,Matematica I,C,17,36,93.17,5,72,
31,Lunes,12:00,14:00,93.18,Algebra Lineal,B,8,30,93.18,1,72,
31,Miércoles,10:00,12:00,93.18,Algebra Lineal,B,8,30,93.18,3,72,
31,Jueves,8:00,10:00,93.18,Algebra Lineal,E,1,28,93.18,4,72,
31,Lunes,8:00,10:00,93.18,Algebra Lineal,C,8,33,93.18,1,72,
31,Miércoles,12:00,14:00,12.01,Quimica I,E,1,29,12.01,3,72,
31,Lunes,14:00,16:00,93.17,Matematica I,B,17,35,93.17,1,72,
31,Miércoles,8:00,10:00,93.17,Matematica I,B,17,35,93.17,3,72,
32,Lunes,12:00,14:00,93.17,Matematica I,A,17,23,93.17,1,84,
32,Miércoles,10:00,12:00,93.17,Matematica I,A,17,23,93.17,3,84,
32,Viernes,12:00,14:00,93.18,Algebra Lineal,E,1,28,93.18,5,84,
32,Viernes,10:00,12:00,93.17,Matematica I,E,1,29,93.17,5,84,
32,Viernes,8:00,10:00,93.26,Analisis Matematico I,S,0,51,93.26,5,84,
32,Miércoles,8:00,10:00,12.02,Quimica II,B,22,15,12.02,3,84,
32,Viernes,14:00,16:00,93.02,Matematica II,C,25,26,93.02,5,84,
32,Lunes,8:00,12:00,93.03,Matematica III,A,25,57,93.03,1,84,
32,Martes,15:30,17:30,93.03,Matematica III,A,25,57,93.03,2,84,
32,Miércoles,12:00,14:00,93.42,Fisica II,C,25,31,93.42,3,84,
32,Miércoles,15:00,18:00,30.02,Máquinas Térmicas,ESPAÑOL,25,60,30.02,3,84,
33,Miércoles,19:00,22:00,30.01,Mecánica y Mecanismos,B,50,27,30.01,3,40,
32,Martes,12:00,15:00,22.10,Electronica e Instrumentacion,A,25,46,22.10,2,84,
32,Jueves,17:00,20:00,22.10,Electronica e Instrumentacion,A,25,46,22.10,4,84,
32,Martes,12:00,15:00,22.10,Electronica e Instrumentacion,B,25,38,22.10,2,84,
32,Jueves,10:00,13:00,94.29,Formacion para Emprendedores,K,25,88,94.29,4,84,
32,Martes,19:00,22:00,11.59,Logistica,A,25,35,11.59,2,84,
32,Lunes,14:00,17:00,61.82,Macroeconomia,B,20,41,61.82,1,84,
32,Jueves,14:00,17:00,61.90,Derecho Publico y Privado,LB,40,53,61.90,4,84,
32,Viernes,18:00,21:00,30.01,Mecánica y Mecanismos,C,30,32,30.01,5,84,
33,Jueves,19:00,22:00,12.84,Introduccion a la Ingenieria Ambiental,Q,0,37,12.84,4,40,
33,Viernes,14:00,16:00,12.50,Química Ingreso (Cuatrimestral),IPC-H,0,31,12.50,5,40,
33,Jueves,17:00,19:00,12.50,Química Ingreso (Cuatrimestral),IPC-I,0,27,12.50,4,40,
33,Lunes,13:00,14:00,93.90,Física Ingreso (Cuatrimestral),IPC-D,0,38,93.90,1,40,
33,Martes,13:00,15:00,93.90,Física Ingreso (Cuatrimestral),IPC-D,0,38,93.90,2,40,
33,Jueves,14:00,16:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-D,0,37,93.80,4,40,
33,Martes,10:00,12:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-D,0,37,93.80,2,40,
33,Viernes,8:00,10:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-H,0,32,93.80,5,40,
33,Viernes,11:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-H,0,32,93.80,5,40,
33,Miércoles,8:00,11:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-I,0,27,93.80,3,40,
33,Martes,15:00,18:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-C,0,28,99.05,2,40,
33,Lunes,16:00,19:00,94.29,Formacion para Emprendedores,B ( EN INGLES ),25,30,94.29,1,40,
33,Miércoles,15:00,18:00,31.19,Estatica y Resistencia de Materiales,PQ,0,39,31.19,3,40,
33,Jueves,8:00,9:30,12.10,Introduccion a la Ingenieria Quimica,Q,0,22,12.10,4,40,
33,Miércoles,11:00,14:00,31.17,Estatica y Resist. de Mat.,C,25,22,31.17,3,40,
33,Lunes,8:00,11:00,94.24,Metodologia del Aprendizaje,A,25,19,94.24,1,40,
33,Lunes,14:00,16:00,93.18,Algebra Lineal,A,8,20,93.18,1,40,
33,Jueves,11:00,13:00,93.18,Algebra Lineal,C,8,33,93.18,4,40,
8,Jueves,8:00,10:00,93.18,Algebra Lineal,K,8,15,93.18,4,36,
8,Martes,15:00,18:00,31.36,Metalurgia Fisica I,Q,30,24,31.36,2,36,
8,Miércoles,16:00,18:00,93.95,Física Ingreso (Anual),CPA-D,0,29,93.95,3,36,
8,Miércoles,18:00,21:00,81.99,Taller de Transición 1 (Sistemas de Información),B,0,32,81.99,3,36,
8,Viernes,8:00,10:00,93.85,Matemática Ingreso (Anual),CPA-D,0,29,93.85,5,36,
8,Martes,13:00,14:30,93.85,Matemática Ingreso (Anual),CPA-D,0,29,93.85,2,36,
8,Miércoles,10:30,12:00,93.95,Física Ingreso (Anual),CPA-C,0,32,93.95,3,36,
8,Jueves,15:00,17:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-I,0,27,93.80,4,36,
8,Jueves,10:00,14:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-E,0,32,93.80,4,36,
8,Lunes,12:00,17:00,93.80,Matemática Ingreso (Cuatrimestral),IPC-E,0,32,93.80,1,36,
33,Martes,18:00,20:30,93.90,Física Ingreso (Cuatrimestral),IPC-I,0,26,93.90,2,40,
8,Lunes,9:00,12:00,12.50,Química Ingreso (Cuatrimestral),IPC-E,0,32,12.50,1,36,
8,Miércoles,13:00,16:00,99.05,Comunicación para Ing. (Cuatrimestral),IPC-E,0,31,99.05,3,36,
,Lunes,8:00,8:00,41.97,Trabajo de Investigacion Dirigido en Petroleo,P,0,1,41.97,1,,
,Lunes,8:00,8:00,12.29,Modelado Matemático en Ingeniería Química,Q,0,7,12.29,1,,
Hospital Italiano,Lunes,14:00,17:00,16.02,Histología y Anatomía,BIO,0,16,16.02,1,,
Hospital Italiano,Miércoles,14:00,17:00,16.02,Histología y Anatomía,BIO,0,16,16.02,3,,
Lab A,Martes,19:00,22:00,11.63,Simulacion,A,25,41,11.63,2,46,
Lab A,Jueves,19:00,22:00,11.86,Investigación de Operaciones I,A,25,30,11.86,4,46,
Lab A,Jueves,19:00,22:00,11.86,Investigación de Operaciones I,B,25,26,11.86,4,46,
Lab A,Martes,19:00,22:00,11.87,Investigación de Operaciones II,A,0,14,11.87,2,46,
Lab A,Miércoles,18:00,22:00,12.85,Diseño Conceptual de Procesos,Q,0,21,12.85,3,46,
Lab A,Jueves,14:00,17:00,93.66,Métodos Numéricos (M),M,0,17,93.66,4,46,
Lab A,Viernes,15:00,18:00,71.55,Informatica General,A,25,17,71.55,5,46,
Lab A,Lunes,17:00,20:00,71.55,Informatica General,B,25,9,71.55,1,46,
Lab A,Lunes,8:00,11:00,71.55,Informatica General,C,25,14,71.55,1,46,
Lab A,Viernes,8:00,11:00,71.55,Informatica General,D,1,31,71.55,5,46,
Lab A,Lunes,14:00,17:00,71.55,Informatica General,E,1,34,71.55,1,46,
Lab A,Lunes,11:00,14:00,71.55,Informatica General,F,25,15,71.55,1,46,
Lab A,Martes,14:00,17:00,31.08,Sistemas de Representacion,D,1,28,31.08,2,46,
Lab A,Miércoles,8:00,11:00,31.08,Sistemas de Representacion,K,4,16,31.08,3,46,
Lab A,Miércoles,11:00,14:00,31.08,Sistemas de Representacion,S,4,35,31.08,3,46,
Lab A,Martes,11:00,14:00,31.08,Sistemas de Representacion,A,4,16,31.08,2,46,
Lab A,Martes,8:00,11:00,31.08,Sistemas de Representacion,B,4,26,31.08,2,46,
Lab A,Miércoles,15:00,18:00,71.85,Programacion,A,0,22,71.85,3,46,
Lab A,Jueves,9:00,12:00,31.20,Diseño Mecanico,MN,0,29,31.20,4,46,
Lab A,Viernes,12:00,15:00,71.56,Programacion Basica,D,25,20,71.56,5,46,
Lab C,Viernes,8:00,11:00,71.56,Programacion Basica,B,25,29,71.56,5,48,
Lab C,Jueves,18:00,21:00,71.88,Gestion de Datos,B,20,17,71.88,4,48,
Lab C,Martes,15:00,18:00,61.12,Gestion Financiera,B,25,29,61.12,2,48,
Lab C,Miércoles,8:00,11:00,71.57,Introduccion a la Programacion,MN,0,23,71.57,3,48,
Lab C,Jueves,14:00,17:00,31.08,Sistemas de Representacion,C,4,25,31.08,4,48,
Lab C,Jueves,11:00,14:00,31.08,Sistemas de Representacion,E,1,25,31.08,4,48,
Lab C,Jueves,8:00,11:00,31.08,Sistemas de Representacion,F,4,19,31.08,4,48,
Lab C,Lunes,18:00,21:00,81.39,Sistemas Integrados de Gestion Empresaria I,AB,0,53,81.39,1,48,
Lab C,Miércoles,18:00,21:00,81.39,Sistemas Integrados de Gestion Empresaria I,AB,0,53,81.39,3,48,
Lab C,Martes,19:00,22:00,11.63,Simulacion,B,25,33,11.63,2,48,
Lab C,Viernes,12:00,15:00,71.56,Programacion Basica,E,25,21,71.56,5,48,
Lab C,Miércoles,12:00,15:00,61.50,Finanzas de la Empresa,A,25,42,61.50,3,48,
Lab C,Lunes,8:00,11:00,71.56,Programacion Basica,C,25,37,71.56,1,48,
Lab C,Miércoles,15:00,18:00,71.56,Programacion Basica,A,25,19,71.56,3,48,
Lab C,Lunes,15:00,18:00,71.44,Estructura de Datos y Programación,BIO,0,7,71.44,1,48,
Lab Eléctrica,Jueves,18:00,20:00,21.08,Electrotecnia,MQ,0,43,21.08,4,,
Lab Eléctrica,Viernes,8:00,13:00,22.02,Electrotecnia I,K,0,23,22.02,5,,
Lab Eléctrica,Miércoles,20:00,22:00,21.08,Electrotecnia,MQ,0,43,21.08,3,,
Lab Eléctrica,Lunes,17:00,20:00,21.79,Electrotecnia II,E,0,7,21.79,1,,
Lab Eléctrica,Martes,18:00,20:00,21.06,Electrotecnia,A,28,38,21.06,2,,
Lab Eléctrica,Martes,20:00,22:00,21.06,Electrotecnia,BP,28,20,21.06,2,,
Lab Eléctrica A,Lunes,18:00,20:00,21.09,Máquinas Eléctricas,A,25,39,21.09,1,,
Lab Eléctrica A,Lunes,16:00,18:00,21.09,Máquinas Eléctricas,B,25,9,21.09,1,,
Lab Eléctrica A,Lunes,20:00,22:00,21.09,Máquinas Eléctricas,C,25,18,21.09,1,,
Lab Eléctrica B,Lunes,14:00,17:00,21.81,Maquinas Electricas II,EK,0,7,21.81,1,,
Lab Electrónica,Lunes,14:30,16:30,22.54,Electronica Industrial,M,0,10,22.54,1,,
Lab Física,Lunes,17:00,19:00,93.41,Fisica I,C,25,22,93.41,1,,
Lab Física,Martes,17:00,19:00,93.41,Fisica I,A,25,41,93.41,2,,
Lab Física,Martes,11:00,13:00,93.53,Fisica II (Quimicos),Q,0,18,93.53,2,,
Lab Física,Lunes,13:00,15:00,93.42,Fisica II,B,25,24,93.42,1,,
Lab Física,Jueves,12:00,14:00,93.42,Fisica II,S,25,40,93.42,4,,
Lab Física,Martes,13:00,15:00,93.42,Fisica II,K,25,19,93.42,2,,
Lab Física,Lunes,15:00,17:00,93.42,Fisica II,C,25,31,93.42,1,,
Lab Física,Lunes,11:00,13:00,93.42,Fisica II,MN,25,49,93.42,1,,
Lab Física,Martes,9:00,11:00,93.42,Fisica II,A,25,53,93.42,2,,
Lab Física,Viernes,8:00,10:00,93.41,Fisica I,S,28,31,93.41,5,,
Lab Física,Miércoles,16:00,18:00,93.41,Fisica I,D,25,27,93.41,3,,
Lab Física,Lunes,8:00,10:00,93.41,Fisica I,K,25,38,93.41,1,,
Lab Física,Jueves,8:00,10:00,93.41,Fisica I,F,25,10,93.41,4,,
Lab Física,Martes,15:00,17:00,93.41,Fisica I,E,25,23,93.41,2,,
Lab Física,Jueves,14:00,16:00,93.43,Fisica III,MPN,25,51,93.43,4,,
Lab Física,Miércoles,14:00,16:00,93.43,Fisica III,Q,25,50,93.43,3,,
Lab Física,Viernes,14:00,16:00,93.43,Fisica III,S,25,48,93.43,5,,
Lab Física,Jueves,16:00,18:00,93.43,Fisica III,B,25,35,93.43,4,,
Lab Física,Viernes,16:00,18:00,93.43,Fisica III,A,25,37,93.43,5,,
Lab Informática Li-1,Lunes,19:00,22:00,72.44,Criptografia y Seguridad,S,0,17,72.44,1,,
Lab Informática Li-1,Viernes,19:00,22:00,72.45,Proyecto Final  (Anual),S,0,4,72.45,5,,
Lab Informática Li-1,Viernes,19:00,22:00,72.45,Proyecto Final  (Anual),S,0,15,72.45,5,,
Lab Informática Li-1 y Li-2,Lunes,16:00,19:00,72.11,Sistemas Operativos,S,0,21,72.11,1,,
Lab Informática Li-1 y Li-2,Martes,15:00,17:00,72.31,Programacion Imperativa,S,0,34,72.31,2,,
Lab Informática Li-1 y Li-2,Lunes,8:00,11:00,72.03,Introduccion a la Informatica,S,0,34,72.03,1,,
Lab Informática Li-1 y Li-2,Miércoles,16:00,19:00,72.08,Arquitecturas de Computadoras,S,0,20,72.08,3,,
Lab Informática Li-1 y Li-2,Martes,18:00,21:00,72.33,Programacion Orientada a Objetos,S,0,26,72.33,2,,
Lab Informática Li-1 y Li-2,Miércoles,19:00,22:00,72.20,Redes de Informacion,S,0,21,72.20,3,,
Lab Informática Li-2,Lunes,19:00,22:00,72.38,Proyecto de Aplicaciones Web,S,0,12,72.38,1,,
Lab Informática Li-2,Jueves,19:00,22:00,72.38,Proyecto de Aplicaciones Web,S,0,12,72.38,4,,
Lab Informática Li-3,Martes,15:00,18:00,72.25,Simulacion de Sistemas,S,0,5,72.25,2,,
Lab Informática Li-3,Jueves,19:00,22:00,72.25,Simulacion de Sistemas,S,0,5,72.25,4,,
Lab Informática Li-3,Lunes,15:00,18:00,72.27,Sistemas de Inteligencia Artificial,S,0,22,72.27,1,,
Lab Informática Li-3,Martes,19:00,22:00,72.27,Sistemas de Inteligencia Artificial,S,0,22,72.27,2,,
Lab Informática Li-3,Miércoles,16:00,19:00,72.72,Analisis y Verificación de Modelos y Códigos,S,0,6,72.72,3,,
Lab Informática Li-3 y Li-4,Jueves,14:00,17:00,72.37,Base de Datos I,S,0,24,72.37,4,,
Lab Informatica Li-4,Lunes,16:00,19:00,72.66,Sistemas Embebidos,S,0,5,72.66,1,,
Lab Informática Li-4,Lunes,13:00,16:00,72.60,Programacion Funcional,S,15,13,72.60,1,,
Lab Informática Li-4,Miércoles,19:00,22:00,72.07,Protocolos de Comunicacion,S,0,17,72.07,3,,
Lab Informática Li-4,Jueves,19:00,22:00,72.40,Ingenieria de Software II,S,0,16,72.40,4,,
Lab Informática Li-4,Miércoles,16:00,19:00,72.35,Ingenieria de Software I,S,0,11,72.35,3,,
Lab Informática Li-4,Lunes,19:00,22:00,72.36,Interaccion Hombre-computadora (HCI),S,0,10,72.36,1,,
Lab Informática Li-4,Martes,18:00,22:00,72.34,Estructura de Datos y Algoritmos,S,0,23,72.34,2,,
Lab Informática Li-VJ,Lunes,15:30,18:30,72.81,Simulación y Animación de Sistemas Multipárticulas,S,0,2,72.81,1,,
Lab Informática Li-VJ,Jueves,19:00,22:00,72.65,Desarrollo de Videojuegos 2D en iPhone OS,S,10,11,72.65,4,,
Lab Informática Li-VJ,Jueves,15:00,18:00,72.52,Análisis y Tratamiento de Imágenes,S,18,4,72.52,4,,
Lab Informática Li-VJ,Martes,18:00,21:00,72.71,Integración de Sistemas de Información,INGLES,0,11,72.71,2,,
Lab Informática Li-VJ,Miércoles,15:00,18:00,72.73,Aprendizaje por Refuerzo en Robótica,S,0,2,72.73,3,,
Lab Mecánica,Martes,15:00,18:00,31.88,Proyecto Automotor  (Anual),M,0,8,31.88,2,,
Lab Multimedia,Martes,18:00,21:00,72.66,Sistemas Embebidos,S,0,5,72.66,2,,
Lab Quimica A,Miércoles,12:00,15:00,12.20,Quimica-fisica,Q,0,20,12.20,3,,
Lab Química A,Viernes,15:00,18:00,12.19,Quimica Analitica,Q,0,25,12.19,5,,
Lab Química A,Jueves,17:00,20:00,12.08,Bioquimica y Microbiologia,Q,0,19,12.08,4,,
Lab Química A,Miércoles,8:00,11:00,12.95,Trabajo de Laboratorio de Quimica,QA,0,5,12.95,3,,
Lab Química A,Miércoles,17:00,18:00,12.96,Trabajo Supervisado,Q,0,14,12.96,3,,
Lab Química A,Lunes,14:00,17:00,12.34,Quimica Organica para Petroleo,P,0,24,12.34,1,,
Lab Química A,Viernes,11:00,14:00,12.32,Quimica Organica I,Q,0,18,12.32,5,,
Lab Química A,Martes,14:00,17:00,12.02,Quimica II,B,22,15,12.02,2,,
Lab Química A,Jueves,14:00,17:00,12.02,Quimica II,D,22,19,12.02,4,,
Lab Química A,Jueves,11:00,14:00,12.01,Quimica I,F,18,33,12.01,4,,
Lab Química A,Lunes,8:00,11:00,12.01,Quimica I,A,18,32,12.01,1,,
Lab Química A,Martes,8:00,11:00,12.01,Quimica I,D,1,32,12.01,2,,
Lab Química A,Martes,11:00,14:00,12.01,Quimica I,B,18,28,12.01,2,,
Lab Química A,Viernes,8:00,11:00,12.33,Quimica Organica II,Q,0,26,12.33,5,,
Lab Química B,Martes,11:00,14:00,12.01,Quimica I,C,18,34,12.01,2,,
Lab Química B,Lunes,8:00,11:00,12.01,Quimica I,E,1,29,12.01,1,,
Lab Química B,Jueves,14:00,17:00,12.02,Quimica II,E,22,26,12.02,4,,
Lab Química B,Martes,14:00,17:00,12.02,Quimica II,F,18,31,12.02,2,,
Lab Química B,Jueves,11:00,14:00,12.02,Quimica II,C,22,21,12.02,4,,
Lab Química B,Martes,8:00,11:00,12.02,Quimica II,A,22,29,12.02,2,,
Lab Química C,Lunes,8:00,11:00,12.95,Trabajo de Laboratorio de Quimica,QB,0,13,12.95,1,,
Lab Química C,Martes,14:00,17:00,12.47,Control de Procesos/Laboratorio de Control de Procesos,A,0,7,12.47,2,,
Lab Simulación,Lunes,18:00,21:00,41.16,Analisis de Transientes de Presion,P,0,17,41.16,1,,
Lab Simulación,Martes,15:00,18:00,41.09,Ingenieria de Reservorios,P,0,19,41.09,2,,
Lab Simulación,Jueves,15:00,18:00,41.09,Ingenieria de Reservorios,P,0,19,41.09,4,,
Lab Simulación,Viernes,18:00,21:00,41.09,Ingenieria de Reservorios,P,0,19,41.09,5,,
Lab Simulación,Martes,18:00,21:00,41.04,Perforacion Petrolera II,P,0,26,41.04,2,,
Lab Simulación,Sábado,9:00,13:00,41.29,Geoestadistica,P,0,16,41.29,6,,
Lab Simulación,Jueves,18:00,21:00,41.35,Simulacion de Reservorios,P,0,22,41.35,4,,
Lab Universia,Miércoles,19:00,22:00,81.60,Sistemas Integrados de Gestion en la Ind de Serv,B,0,21,81.60,3,35,
Lab Universia,Viernes,19:00,22:00,81.60,Sistemas Integrados de Gestion en la Ind de Serv,B,0,21,81.60,5,35,
Lab Universia,Jueves,12:00,15:00,81.02,Introduccion a la Licenciatura en Adm y Sistemas,AB,0,30,81.02,4,35,
Lab Universia,Miércoles,11:00,14:00,71.80,Utilitarios en Informatica,LA,0,17,71.80,3,35,
Lab Universia,Viernes,8:00,11:00,71.80,Utilitarios en Informatica,LA,0,17,71.80,5,35,
Lab Universia,Lunes,8:00,11:00,71.80,Utilitarios en Informatica,LB,0,11,71.80,1,35,
Lab Universia,Miércoles,8:00,11:00,71.80,Utilitarios en Informatica,LB,0,11,71.80,3,35,
Lab Universia,Lunes,11:00,14:00,71.85,Programacion,A,0,22,71.85,1,35,
Lab Universia,Martes,14:30,17:30,81.30,Analisis y Modelado de Procesos de Negocios,B,25,9,81.30,2,35,
Lab Universia,Jueves,18:00,21:00,81.30,Analisis y Modelado de Procesos de Negocios,B,25,9,81.30,4,35,
Lab Universia,Lunes,14:00,17:00,71.57,Introduccion a la Programacion,MN,0,23,71.57,1,35,
Lab Universia,Jueves,15:00,18:00,71.44,Estructura de Datos y Programación,BIO,0,7,71.44,4,35,
Lab Universia,Lunes,19:00,22:00,12.27,Simulación de Procesos,Q,0,9,12.27,1,35,
Sede Algarrobo,Viernes,9:00,12:00,30.05,Manufactura,M,0,19,30.05,5,,
Sede Algarrobo,Jueves,12:30,15:30,30.09,Motores de Combustión Interna I B,M,0,14,30.09,4,,